,Transit_Time,NormalValue,Transit_Time_Score
"147-07 72 DRIVE,11367,NYC",3024.0,55.71471202626081,3.3428827215756485
"147-07 8 AVENUE,11357,NYC",3628.0,46.702476872575346,2.8021486123545207
"147-08 130 AVENUE,11436,NYC",3527.0,48.2094897045658,2.8925693822739476
"147-09 130 AVENUE,11436,NYC",3530.0,48.16472694717995,2.889883616830797
"147-09 COOLIDGE AVENUE,11435,NYC",2819.0,58.773500447627576,3.5264100268576546
"147-10 130 AVENUE,11436,NYC",3534.0,48.10504327066547,2.8863025962399282
"147-10 45 AVENUE,11355,NYC",2507.0,63.42882721575649,3.8057296329453894
"147-11 28 AVENUE,11354,NYC",2999.0,56.08773500447627,3.3652641002685764
"147-11 41 AVENUE,11355,NYC",2386.0,65.2342584303193,3.914055505819158
"147-11 NEWPORT AVENUE,11694,NYC",5619.0,16.994926887496263,1.0196956132497756
"147-12 109 AVENUE,11435,NYC",2528.0,63.11548791405551,3.78692927484333
"147-12 17 AVENUE,11357,NYC",3475.0,48.98537749925396,2.9391226499552374
"147-12 8 AVENUE,11357,NYC",3614.0,46.91136974037601,2.8146821844225607
"147-12 ROOSEVELT AVENUE,11354,NYC",2304.0,66.45777379886601,3.987466427931961
"147-12 TUSKEGEE AIRMEN WAY,11435,NYC",2080.0,69.80005968367651,4.18800358102059
"147-13 HOOVER AVENUE,11435,NYC",2775.0,59.43002088928678,3.5658012533572068
"147-14 14 AVENUE,11357,NYC",3505.0,48.5377499253954,2.912264995523724
"147-18 ELM AVENUE,11355,NYC",2515.0,63.30945986272754,3.7985675917636526
"147-19 230 STREET,11413,NYC",4016.0,40.913160250671446,2.4547896150402866
"147-19 6 AVENUE,11357,NYC",3665.0,46.15040286481648,2.7690241718889888
"147-20 227 STREET,11413,NYC",3802.0,44.106236944195764,2.6463742166517457
"147-20 253 PLACE,11422,NYC",4935.0,27.200835571471202,1.632050134288272
"147-20 35 AVENUE,11354,NYC",2671.0,60.981796478663085,3.658907788719785
"147-21 109 AVENUE,11435,NYC",2509.0,63.39898537749926,3.8039391226499553
"147-21 17 ROAD,11357,NYC",3426.0,49.71650253655625,2.982990152193375
"147-21 77 AVENUE,11367,NYC",2791.0,59.19128618322888,3.5514771709937327
"147-22 232 STREET,11413,NYC",4132.0,39.18233363175172,2.3509400179051028
"147-23 JASMINE AVENUE,11355,NYC",2782.0,59.32557445538645,3.559534467323187
"147-24 227 STREET,11413,NYC",3811.0,43.971948672038195,2.638316920322292
"147-25 WILLETS POINT BOULEVARD,11357,NYC",3003.0,56.028051327961805,3.361683079677708
"147-26 5 AVENUE,11357,NYC",3701.0,45.613249776186215,2.736794986571173
"147-26 ELM AVENUE,11355,NYC",2531.0,63.07072515666965,3.784243509400179
"147-26 JASMINE AVENUE,11355,NYC",2793.0,59.16144434497165,3.5496866606982986
"147-26 ROOSEVELT AVENUE,11354,NYC",2332.0,66.0399880632647,3.962399283795882
"147-27 COOLIDGE AVENUE,11435,NYC",2798.0,59.086839749328554,3.545210384959713
"147-29 70 ROAD,11367,NYC",2721.0,60.235750522232166,3.61414503133393
"147-29 FERNDALE AVENUE,11435,NYC",2509.0,63.39898537749926,3.8039391226499553
"147-30 231 STREET,11413,NYC",4088.0,39.83885407341092,2.3903312444046554
"147-30 232 STREET,11413,NYC",4150.0,38.913757087436586,2.334825425246195
"147-30 BARCLAY AVENUE,11355,NYC",2447.0,64.3240823634736,3.8594449418084156
"147-34 110 ROAD,11435,NYC",2753.0,59.758281110116386,3.585496866606983
"147-34 19 AVENUE,11357,NYC",3043.0,55.43121456281707,3.325872873769024
"147-34 23 AVENUE,11357,NYC",3402.0,50.07460459564309,3.0044762757385852
"147-35 22 AVENUE,11357,NYC",3264.0,52.13369143539242,3.1280214861235454
"147-35 38 AVENUE,11354,NYC",2442.0,64.39868695911667,3.8639212175470004
"147-35 9 AVENUE,11357,NYC",3473.0,49.0152193375112,2.940913160250672
"147-37 ROOSEVELT AVENUE,11354,NYC",2361.0,65.60728140853476,3.9364368845120854
"147-38 77 AVENUE,11367,NYC",2824.0,58.69889585198448,3.521933751119069
"147-40 228 STREET,11413,NYC",4181.0,38.45120859444941,2.3070725156669645
"147-40 24 AVENUE,11357,NYC",3231.0,52.62608176663682,3.157564905998209
"147-42 HOOVER AVENUE,11435,NYC",2777.0,59.400179051029546,3.5640107430617727
"147-43 24 AVENUE,11357,NYC",3057.0,55.22232169501641,3.3133393017009847
"147-46 24 AVENUE,11357,NYC",3242.0,52.46195165622202,3.1477170993733212
"147-46 77 AVENUE,11367,NYC",2816.0,58.81826320501343,3.5290957923008057
"147-46 78 AVENUE,11367,NYC",2680.0,60.847508206505516,3.650850492390331
"147-48 ROOSEVELT AVENUE,11354,NYC",2369.0,65.48791405550583,3.9292748433303495
"147-55 71 AVENUE,11367,NYC",2790.0,59.2062071023575,3.55237242614145
"147-57 28 AVENUE,11354,NYC",2898.0,57.59474783646672,3.455684870188003
"147-64 249 STREET,11422,NYC",4931.0,27.26051924798567,1.63563115487914
"147-64 COOLIDGE AVENUE,11435,NYC",2879.0,57.878245299910475,3.4726947179946284
"147-68 249 STREET,11422,NYC",4940.0,27.126230975828108,1.6275738585496864
"147-68 259 STREET,11422,NYC",5212.0,23.067740972843936,1.384064458370636
"147-87 235 STREET,11422,NYC",4236.0,37.630558042375405,2.2578334825425244
"147-92 EDGEWOOD STREET,11422,NYC",4300.0,36.67561921814384,2.20053715308863
"1470 81 STREET,11228,NYC",3868.0,43.12145628170695,2.5872873769024167
"1470 EAST 55 STREET,11234,NYC",5369.0,20.725156669650843,1.2435094001790505
"1470 WILLIAMSBRIDGE ROAD,10461,NYC",3564.0,47.65741569680693,2.8594449418084156
"1471 BEACH AVENUE,10460,NYC",3361.0,50.686362279916445,3.0411817367949867
"1471 EAST 18 STREET,11230,NYC",3566.0,47.62757385854969,2.857654431512981
"1471 NEW YORK AVENUE,11210,NYC",3433.0,49.61205610265592,2.976723366159355
"1471 ST LAWRENCE AVENUE,10460,NYC",3409.0,49.97015816174276,2.9982094897045655
"1472 43 STREET,11219,NYC",3189.0,53.25276037003879,3.1951656222023272
"1472 EAST 15 STREET,11230,NYC",3472.0,49.03014025663981,2.9418084153983886
"1472 EAST 233 STREET,10466,NYC",3972.0,41.56968069233065,2.4941808415398388
"1472 YORK AVENUE,10075,NYC",2009.0,70.85944494180842,4.251566696508505
"1473 47 STREET,11219,NYC",3416.0,49.86571172784243,2.9919427036705457
"1473 60 STREET,11219,NYC",3347.0,50.8952551477171,3.053715308863026
"1473 DEAN STREET,11213,NYC",2478.0,63.86153387048642,3.831692032229185
"1473 EAST 46 STREET,11234,NYC",4063.0,40.211877051626374,2.4127126230975824
"1473 KNAPP STREET,10469,NYC",3792.0,44.25544613548195,2.6553267681289165
"1474 3 AVENUE,10028,NYC",1592.0,77.08146821844225,4.624888093106535
"1474 EAST 51 STREET,11234,NYC",3980.0,41.4503133393017,2.487018800358102
"1474 OAKLEY STREET,10469,NYC",4558.0,32.82602208296032,1.9695613249776192
"1474 PACIFIC STREET,11213,NYC",2344.0,65.86093703372129,3.951656222023277
"1475 EAST 17 STREET,11230,NYC",3503.0,48.56759176365264,2.9140555058191584
"1475 NEW YORK AVENUE,11210,NYC",3441.0,49.49268874962698,2.9695613249776187
"1475 TAYLOR AVENUE,10460,NYC",3347.0,50.8952551477171,3.053715308863026
"1475 THIERIOT AVENUE,10460,NYC",3290.0,51.74574753804834,3.1047448522829004
"1476 EAST 105 STREET,11236,NYC",3924.0,42.28588481050433,2.5371530886302596
"1476 FULTON STREET,11216,NYC",2125.0,69.12861832288868,4.147717099373321
"1476 PROSPECT PLACE,11213,NYC",2745.0,59.87764846314533,3.5926589077887194
"1476 ST LAWRENCE AVENUE,10460,NYC",3418.0,49.8358698895852,2.9901521933751116
"1477 EAST 37 STREET,11234,NYC",4177.0,38.51089227096389,2.3106535362578335
"1477 EAST 57 STREET,11234,NYC",4637.0,31.64726947179946,1.8988361683079675
"1477 NEW YORK AVENUE,11210,NYC",3445.0,49.433005073112504,2.96598030438675
"1477 ST PETERS AVENUE,10461,NYC",3374.0,50.4923903312444,3.029543419874664
"1478 1 AVENUE,10075,NYC",1701.0,75.45508803342287,4.527305282005372
"1478 EAST 95 STREET,11236,NYC",3653.0,46.329453894359894,2.7797672336615937
"1479 50 STREET,11219,NYC",3424.0,49.74634437481349,2.9847806624888094
"1479 CARROLL STREET,11213,NYC",3498.0,48.64219635929573,2.9185317815577436
"1479 EAST 12 STREET,11230,NYC",3639.0,46.53834676216056,2.7923008057296332
"148 7 AVENUE,11215,NYC",2532.0,63.05580423754103,3.783348254252462
"148 BROWNING AVENUE,10314,NYC",4776.0,29.57326171292152,1.7743957027752912
"148 CHESHIRE PLACE,10301,NYC",4940.0,27.126230975828108,1.6275738585496864
"148 EAST 24 STREET,10010,NYC",1141.0,83.81080274544912,5.028648164726947
"148 EAST 74 STREET,10021,NYC",1465.0,78.97642494777678,4.738585496866606
"148 EAST 84 STREET,10028,NYC",1478.0,78.78245299910475,4.7269471799462845
"148 FIGUREA AVENUE,10312,NYC",5118.0,24.47030737093405,1.4682184422560431
"148 ILYSSA WAY,10312,NYC",4786.0,29.424052521635332,1.76544315129812
"148 LEFFERTS PLACE,11238,NYC",1668.0,75.94747836466726,4.556848701880035
"148 MADISON STREET,10002,NYC",2060.0,70.09847806624887,4.205908683974933
"148 MESEROLE STREET,11206,NYC",1250.0,82.18442256042972,4.931065353625783
"148 OLYMPIA BOULEVARD,10305,NYC",4521.0,33.37809609071918,2.0026857654431507
"148 REMSEN AVENUE,11212,NYC",3793.0,44.24052521635333,2.6544315129812
"148 SEIDMAN AVENUE,10312,NYC",5514.0,18.561623396001195,1.1136974037600718
"148 SENATOR STREET,11220,NYC",3303.0,51.551775589376305,3.0931065353625784
"148 ST PAULS AVENUE,10301,NYC",5071.0,25.171590569979102,1.510295434198746
"148 WAINWRIGHT AVENUE,10312,NYC",4796.0,29.274843330349157,1.7564905998209492
"148 WEST 119 STREET,10026,NYC",2266.0,67.02476872575352,4.021486123545211
"148 WEST 16 STREET,10011,NYC",1540.0,77.85735601313041,4.671441360787824
"148 WEST 175 STREET,10453,NYC",3503.0,48.56759176365264,2.9140555058191584
"148 WEST 23 STREET,10011,NYC",1269.0,81.90092509698597,4.914055505819158
"148 WEST 9 STREET,11231,NYC",1989.0,71.15786332438078,4.269471799462847
"148 WINTHROP STREET,11225,NYC",2786.0,59.26589077887198,3.5559534467323184
"148-03 130 AVENUE,11436,NYC",3577.0,47.46344374813488,2.8478066248880927
"148-03 236 STREET,11422,NYC",4185.0,38.39152491793495,2.303491495076097
"148-03 BROOKVILLE BOULEVARD,11422,NYC",4025.0,40.77887197851388,2.4467323187108323
"148-08 58 AVENUE,11355,NYC",3384.0,50.34318113995822,3.020590868397493
"148-08 86 AVENUE,11435,NYC",2406.0,64.93584004774695,3.896150402864817
"148-09 NORTHERN BOULEVARD,11354,NYC",2557.0,62.68278125932557,3.760966875559534
"148-09 SUTTER AVENUE,11436,NYC",3551.0,47.85138764547896,2.8710832587287376
"148-10 59 AVENUE,11355,NYC",3200.0,53.08863025962399,3.1853178155774393
"148-14 WILLETS POINT BOULEVARD,11357,NYC",3041.0,55.4610564010743,3.327663384064458
"148-15 10 AVENUE,11357,NYC",3385.0,50.3282602208296,3.019695613249776
"148-15 231 STREET,11413,NYC",4236.0,37.630558042375405,2.2578334825425244
"148-17 58 AVENUE,11355,NYC",3369.0,50.566994926887496,3.0340196956132495
"148-17 59 AVENUE,11355,NYC",3220.0,52.790211877051625,3.1674127126230975
"148-17 BROOKVILLE BOULEVARD,11422,NYC",4062.0,40.226797970755,2.4136078782453
"148-17 SUTTER AVENUE,11436,NYC",3660.0,46.225007460459565,2.773500447627574
"148-18 HUXLEY STREET,11422,NYC",4974.0,26.618919725455086,1.597135183527305
"148-19 85 AVENUE,11435,NYC",2489.0,63.697403760071616,3.8218442256042966
"148-19 LINDEN BOULEVARD,11436,NYC",2793.0,59.16144434497165,3.5496866606982986
"148-22 85 DRIVE,11435,NYC",2346.0,65.83109519546403,3.9498657117278415
"148-26 58 AVENUE,11355,NYC",3347.0,50.8952551477171,3.053715308863026
"148-27 59 AVENUE,11355,NYC",3298.0,51.6263801850194,3.097582811101164
"148-30 58 ROAD,11355,NYC",3347.0,50.8952551477171,3.053715308863026
"148-33 WELLER LANE,11422,NYC",5267.0,22.247090420769922,1.3348254252461953
"148-34 59 AVENUE,11355,NYC",3287.0,51.7905102954342,3.107430617726052
"148-37 58 ROAD,11355,NYC",3337.0,51.044464339003284,3.062667860340197
"148-37 BOOTH MEMORIAL AVENUE,11355,NYC",3086.0,54.789615040286485,3.287376902417189
"148-37 HOOK CREEK BOULEVARD,11422,NYC",5179.0,23.56013130408833,1.4136078782452997
"148-41 WELLER LANE,11422,NYC",5285.0,21.978513876454784,1.318710832587287
"148-49 HUXLEY STREET,11422,NYC",5232.0,22.769322590271557,1.3661593554162934
"1481 GATES AVENUE,11237,NYC",1771.0,74.41062369441957,4.464637421665174
"1481 STERLING PLACE,11213,NYC",2776.0,59.41509997015817,3.5649059982094897
"1483 BLAKE AVENUE,11208,NYC",3264.0,52.13369143539242,3.1280214861235454
"1484 AMSTERDAM AVENUE,10031,NYC",2359.0,65.637123246792,3.93822739480752
"1484 EAST 24 STREET,11210,NYC",3788.0,44.31512981199642,2.658907788719785
"1484 VYSE AVENUE,10460,NYC",3622.0,46.79200238734707,2.807520143240824
"1484A EAST 52 STREET,11234,NYC",4154.0,38.854073410922105,2.331244404655326
"1485 1 AVENUE,10075,NYC",1702.0,75.44016711429424,4.526410026857654
"1485 5 AVENUE,10035,NYC",2386.0,65.2342584303193,3.914055505819158
"1485 EAST 21 STREET,11210,NYC",3593.0,47.224709042076995,2.8334825425246195
"1488 FULTON STREET,11216,NYC",2096.0,69.56132497761863,4.173679498657117
"1489 EAST 8 STREET,11230,NYC",3870.0,43.09161444344972,2.585496866606983
"1489 LONGFELLOW AVENUE,10460,NYC",3681.0,45.91166815875858,2.7547000895255147
"1489 PUTNAM AVENUE,11237,NYC",1840.0,73.38108027454491,4.402864816472695
"148A HULL STREET,11233,NYC",2525.0,63.16025067144136,3.7896150402864817
"149 14 STREET,11215,NYC",2087.0,69.69561324977619,4.181736794986571
"149 ATLANTIC AVENUE,11201,NYC",2016.0,70.75499850790808,4.245299910474485
"149 AVENUE C,10009,NYC",1906.0,72.39629961205611,4.343777976723366
"149 BEACH 26 STREET,11691,NYC",5303.0,21.70993733213966,1.3025962399283795
"149 CONSELYEA STREET,11211,NYC",1128.0,84.00477469412115,5.040286481647269
"149 DWIGHT STREET,11231,NYC",2722.0,60.22082960310355,3.6132497761862132
"149 ELSON STREET,10314,NYC",4724.0,30.349149507609667,1.82094897045658
"149 FRANKLIN STREET,10013,NYC",1826.0,73.58997314234557,4.415398388540734
"149 HOLLAND AVENUE,10303,NYC",5309.0,21.620411817367952,1.297224709042077
"149 LAFAYETTE AVENUE,11238,NYC",1392.0,80.06565204416592,4.803939122649955
"149 LEXINGTON AVENUE,11216,NYC",1304.0,81.37869292748434,4.88272157564906
"149 MARINE AVENUE,11209,NYC",3479.0,48.92569382273948,2.935541629364369
"149 MESEROLE AVENUE,11222,NYC",884.0,87.64547896150403,5.258728737690241
"149 PROVIDENCE STREET,10304,NYC",4768.0,29.692629065950456,1.7815577439570274
"149 REVILLE STREET,10464,NYC",4813.0,29.021187705162646,1.7412712623097586
"149 ROMAN AVENUE,10314,NYC",4782.0,29.4837361981498,1.7690241718889879
"149 SLATER BOULEVARD,10305,NYC",5106.0,24.649358400477468,1.478961504028648
"149 SULLIVAN STREET,10012,NYC",1976.0,71.35183527305281,4.281110116383169
"149 SUNNYSIDE AVENUE,11207,NYC",2661.0,61.13100566994927,3.667860340196956
"149 WEST 10 STREET,10014,NYC",1703.0,75.42524619516561,4.525514771709936
"149 WEST 14 STREET,10011,NYC",1430.0,79.49865711727843,4.769919427036705
"149 WIRT AVENUE,10309,NYC",5201.0,23.231871083258724,1.3939122649955233
"149 WOOSTER STREET,10012,NYC",1629.0,76.52939421068338,4.591763652641003
"149-01 84 STREET,11414,NYC",4401.0,35.168606386153385,2.110116383169203
"149-02 61 ROAD,11367,NYC",3228.0,52.670844524022684,3.1602506714413607
"149-03 SANFORD AVENUE,11355,NYC",2425.0,64.6523425843032,3.879140555058192
"149-05 79 AVENUE,11367,NYC",2597.0,62.085944494180836,3.72515666965085
"149-06 NORTHERN BOULEVARD,11354,NYC",2466.0,64.04058490002984,3.8424350940017904
"149-11 33 AVENUE,11354,NYC",2669.0,61.011638316920326,3.6606982990152193
"149-12 17 ROAD,11357,NYC",3315.0,51.37272455983288,3.082363473589973
"149-14 262 STREET,11422,NYC",5314.0,21.545807221724857,1.2927484333034913
"149-14 6 AVENUE,11357,NYC",3456.0,49.26887496269771,2.9561324977618626
"149-15 114 STREET,11420,NYC",4015.0,40.92808116980006,2.4556848701880036
"149-15 122 STREET,11420,NYC",4010.0,41.00268576544315,2.460161145926589
"149-15 79 STREET,11414,NYC",3933.0,42.15159653834676,2.5290957923008053
"149-16 20 AVENUE,11357,NYC",3269.0,52.05908683974933,3.1235452103849597
"149-18 115 STREET,11420,NYC",4000.0,41.15189495672933,2.4691136974037597
"149-18 96 STREET,11417,NYC",3819.0,43.85258131900925,2.631154879140555
"149-19 82 STREET,11414,NYC",4129.0,39.22709638913757,2.3536257833482543
"149-28 5 AVENUE,11357,NYC",3484.0,48.85108922709639,2.931065353625783
"149-29 RALEIGH STREET,11417,NYC",3450.0,49.35840047746941,2.9615040286481644
"149-30 15 ROAD,11357,NYC",3427.0,49.701581617427635,2.982094897045658
"149-30 88 STREET,11414,NYC",4329.0,36.24291256341391,2.1745747538048343
"149-30 LEFFERTS BOULEVARD,11420,NYC",3974.0,41.53983885407341,2.4923903312444042
"149-31 122 STREET,11420,NYC",3804.0,44.07639510593852,2.644583706356311
"149-31 123 STREET,11420,NYC",3945.0,41.972545508803336,2.5183527305282
"149-32 3 AVENUE,11357,NYC",3613.0,46.92629065950462,2.8155774395702773
"149-32 BEECH AVENUE,11355,NYC",2517.0,63.27961802447031,3.7967770814682185
"149-33 19 AVENUE,11357,NYC",3035.0,55.55058191584602,3.333034914950761
"149-33 84 STREET,11414,NYC",4737.0,30.155177558937623,1.8093106535362573
"149-34 114 PLACE,11420,NYC",3919.0,42.360489406147416,2.541629364368845
"149-34 ASH AVENUE,11355,NYC",2454.0,64.21963592957326,3.8531781557743954
"149-36 BEECH AVENUE,11355,NYC",2528.0,63.11548791405551,3.78692927484333
"149-37 45 AVENUE,11355,NYC",2581.0,62.324679200238734,3.739480752014324
"149-37 ASH AVENUE,11355,NYC",2459.0,64.14503133393018,3.8487018800358106
"149-42 20 AVENUE,11357,NYC",3036.0,55.5356609967174,3.3321396598030435
"149-42 84 STREET,11414,NYC",4727.0,30.304386750223813,1.8182632050134286
"149-43 115 STREET,11420,NYC",3833.0,43.6436884512086,2.6186213070725155
"149-43 35 AVENUE,11354,NYC",2686.0,60.75798269173381,3.645478961504028
"149-43 BEECH AVENUE,11355,NYC",2544.0,62.87675320799761,3.7726051924798565
"149-45 114 STREET,11420,NYC",4062.0,40.226797970755,2.4136078782453
"149-45 15 ROAD,11357,NYC",3388.0,50.28349746344375,3.017009847806625
"149-45 17 ROAD,11357,NYC",3241.0,52.47687257535064,3.1486123545210383
"149-45 POWELLS COVE BOULEVARD,11357,NYC",3897.0,42.68874962697702,2.561324977618621
"149-46 16 ROAD,11357,NYC",3280.0,51.89495672933453,3.1136974037600718
"149-47 ROOSEVELT AVENUE,11354,NYC",2300.0,66.51745747538048,3.9910474485228287
"149-49 15 ROAD,11357,NYC",3381.0,50.38794389734408,3.0232766338406445
"149-49 ASH AVENUE,11355,NYC",2488.0,63.712324679200236,3.822739480752014
"149-50 HURON STREET,11417,NYC",3409.0,49.97015816174276,2.9982094897045655
"149-52 CHERRY AVENUE,11355,NYC",2803.0,59.01223515368547,3.5407341092211277
"149-53 ELM AVENUE,11355,NYC",2687.0,60.743061772605195,3.6445837063563116
"149-55 16 ROAD,11357,NYC",3265.0,52.1187705162638,3.127126230975828
"149-55 17 AVENUE,11357,NYC",3252.0,52.31274246493584,3.1387645478961503
"149-56 18 AVENUE,11357,NYC",3035.0,55.55058191584602,3.333034914950761
"149-58 18 AVENUE,11357,NYC",3029.0,55.640107430617725,3.3384064458370633
"149-60 BEECH AVENUE,11355,NYC",2583.0,62.2948373619815,3.73769024171889
"149-62 POWELLS COVE BOULEVARD,11357,NYC",3949.0,41.912861832288876,2.5147717099373326
"149-64 257 STREET,11422,NYC",5525.0,18.397493285586393,1.1038495971351836
"149-64 BEECH AVENUE,11355,NYC",2593.0,62.14562817069532,3.728737690241719
"149-65 257 STREET,11422,NYC",5529.0,18.337809609071925,1.1002685765443154
"149-83 254 STREET,11422,NYC",4905.0,27.648463145329742,1.6589077887197845
"149-99 253 STREET,11422,NYC",4807.0,29.110713219934354,1.746642793196061
"1490 OUTLOOK AVENUE,10465,NYC",4502.0,33.661593554162934,2.019695613249776
"1490 ST JOHNS PLACE,11213,NYC",3297.0,51.64130110414801,3.0984780662488807
"1492 BEDFORD AVENUE,11216,NYC",2064.0,70.0387943897344,4.2023276633840645
"1492 EAST 91 STREET,11236,NYC",3936.0,42.106833780960905,2.526410026857654
"1492 PROSPECT PLACE,11213,NYC",2778.0,59.385258131900926,3.5631154879140556
"1494 EAST 46 STREET,11234,NYC",4092.0,39.77917039689645,2.3867502238137868
"1494 EAST 53 STREET,11234,NYC",4311.0,36.511489107729034,2.190689346463742
"1494 HICKS STREET,10469,NYC",4370.0,35.63115487914055,2.1378692927484333
"1494 OCEAN AVENUE,11230,NYC",3269.0,52.05908683974933,3.1235452103849597
"1495 EAST 28 STREET,11229,NYC",3667.0,46.12056102655924,2.767233661593554
"1495 LINCOLN PLACE,11213,NYC",3398.0,50.13428827215756,3.0080572963294534
"1496 OCEAN PARKWAY,11230,NYC",3673.0,46.03103551178752,2.761862130707251
"1498 DEKALB AVENUE,11237,NYC",1686.0,75.67890182035214,4.540734109221128
"1498 EAST 33 STREET,11234,NYC",3750.0,44.88212473888391,2.6929274843330346
"1498 ST LAWRENCE AVENUE,10460,NYC",3470.0,49.059982094897045,2.9435989256938226
"1499 ST JOHNS PLACE,11213,NYC",3329.0,51.16383169203223,3.069829901521934
"1499 UNION STREET,11213,NYC",3191.0,53.22291853178156,3.1933751119068936
"149A LEXINGTON AVENUE,11216,NYC",1300.0,81.4383766039988,4.886302596239928
"14A FULLER COURT,10306,NYC",5606.0,17.188898836168306,1.0313339301700983
"15 ADLERS LANE,10307,NYC",6038.0,10.743061772605188,0.6445837063563112
"15 ANDROVETTE AVENUE,10312,NYC",5770.0,14.741868099074907,0.8845120859444944
"15 BAY 29 STREET,11214,NYC",3615.0,46.8964488212474,2.8137869292748436
"15 BAY 31 STREET,11214,NYC",3588.0,47.29931363772009,2.837958818263205
"15 BAYONNE COURT,10302,NYC",5577.0,17.621605490898247,1.0572963294538948
"15 BEACHVIEW AVENUE,10306,NYC",4997.0,26.275738585496867,1.576544315129812
"15 BERKELEY PLACE,11217,NYC",2445.0,64.35392420173082,3.861235452103849
"15 BLAISE COURT,10308,NYC",5368.0,20.74007758877947,1.2444046553267682
"15 BOGERT AVENUE,10314,NYC",4572.0,32.61712921515965,1.957027752909579
"15 BOWEN STREET,10304,NYC",4964.0,26.768128916741276,1.6060877350044764
"15 BROAD STREET,10005,NYC",1634.0,76.45478961504028,4.587287376902417
"15 CENTRAL PARK WEST,10023,NYC",1386.0,80.15517755893762,4.809310653536257
"15 CHARLES STREET,10014,NYC",1763.0,74.52999104744852,4.471799462846911
"15 COMMERCE STREET,10314,NYC",4977.0,26.574156968069232,1.594449418084154
"15 DE GROOT PLACE,10310,NYC",5790.0,14.443449716502528,0.8666069829901516
"15 DEL RAY COURT,10304,NYC",5080.0,25.037302297821554,1.5022381378692933
"15 DELAWARE AVENUE,10304,NYC",4554.0,32.885705759474774,1.9731423455684864
"15 DEWEY PLACE,11233,NYC",2503.0,63.488510892270966,3.809310653536258
"15 DORVAL AVENUE,10312,NYC",5008.0,26.111608475082065,1.5666965085049238
"15 DREW COURT,10309,NYC",5710.0,15.637123246792001,0.93822739480752
"15 EAGAN AVENUE,10312,NYC",6454.0,4.535959415099967,0.272157564905998
"15 EAST 10 STREET,10003,NYC",1361.0,80.52820053715308,4.831692032229185
"15 EAST 26 STREET,10010,NYC",1172.0,83.34825425246194,5.000895255147716
"15 EAST 69 STREET,10021,NYC",1473.0,78.85705759474783,4.73142345568487
"15 EAST 91 STREET,10128,NYC",1995.0,71.06833780960908,4.264100268576544
"15 EAST MACON AVENUE,10308,NYC",5293.0,21.85914652342585,1.3115487914055508
"15 EMERIC COURT,10303,NYC",5374.0,20.65055207400775,1.2390331244404649
"15 ERIC LANE,10308,NYC",5987.0,11.504028648164734,0.6902417188898841
"15 FILLMORE PLACE,10305,NYC",4179.0,38.48105043270665,2.308863025962399
"15 FREEMAN PLACE,10310,NYC",5003.0,26.18621307072516,1.5711727842435095
"15 GELDNER AVENUE,10306,NYC",4664.0,31.24440465532676,1.8746642793196056
"15 GIORDAN COURT,10303,NYC",5087.0,24.93285586392122,1.495971351835273
"15 GWENN LOOP,10314,NYC",5594.0,17.367949865711722,1.0420769919427033
"15 HARPER COURT,10466,NYC",4229.0,37.73500447627573,2.264100268576544
"15 HILLCREST STREET,10308,NYC",5035.0,25.708743658609365,1.5425246195165618
"15 HUMBOLDT STREET,11206,NYC",1429.0,79.51357803640704,4.770814682184422
"15 IMPERIAL COURT,10304,NYC",4867.0,28.215458072217245,1.6929274843330346
"15 IOWA PLACE,10314,NYC",4824.0,28.857057594747843,1.7314234556848704
"15 LADD AVENUE,10312,NYC",4785.0,29.438973440763945,1.7663384064458367
"15 LEONARD STREET,10013,NYC",1925.0,72.11280214861236,4.326768128916742
"15 LOMBARD COURT,10312,NYC",4360.0,35.78036407042674,2.1468218442256046
"15 LOUIS PLACE,11233,NYC",2492.0,63.65264100268577,3.819158460161146
"15 LUDLAM PLACE,11225,NYC",2337.0,65.9653834676216,3.9579230080572962
"15 MALLARD LANE,10309,NYC",5415.0,20.038794389734406,1.2023276633840643
"15 MANOR ROAD,10310,NYC",4961.0,26.81289167412713,1.6087735004476278
"15 MERRYMOUNT STREET,10314,NYC",5299.0,21.76962100865414,1.3061772605192485
"15 MONAHAN AVENUE,10314,NYC",5975.0,11.683079677708136,0.7009847806624881
"15 MONTELL STREET,10302,NYC",5360.0,20.85944494180842,1.251566696508505
"15 MORRIS PLACE,10308,NYC",5194.0,23.33631751715906,1.4001790510295435
"15 MOSEL AVENUE,10304,NYC",5101.0,24.723962996120562,1.4834377797672338
"15 NASSAU STREET,10301,NYC",5379.0,20.575947478364668,1.23455684870188
"15 NICHOLAS AVENUE,10302,NYC",5502.0,18.74067442554461,1.1244404655326767
"15 NINO COURT,10307,NYC",5880.0,13.100566994926893,0.7860340196956136
"15 NORTH RHETT AVENUE,10308,NYC",5435.0,19.74037600716204,1.1844225604297225
"15 OLIVER STREET,11209,NYC",3719.0,45.34467323187108,2.7206803939122643
"15 PACIFIC AVENUE,10312,NYC",5716.0,15.547597732020293,0.9328558639212176
"15 PATRICIA COURT,10309,NYC",5467.0,19.26290659504626,1.1557743957027755
"15 PERKIOMEN AVENUE,10312,NYC",4725.0,30.334228588481054,1.8200537153088632
"15 PERSIMMON LANE,10314,NYC",5225.0,22.873769024171892,1.3724261414503134
"15 RENWICK STREET,10013,NYC",2170.0,68.45717696210086,4.107430617726052
"15 ROBIN COURT,10309,NYC",5505.0,18.695911668158757,1.1217547000895254
