,Drive_Time,NormalValue,Drive_Time_Score
"127 PARK PLACE,11217,NYC",2092.0,58.47210657785179,3.508326394671107
"127 PIONEER STREET,11231,NYC",1728.0,66.04912572855953,3.9629475437135717
"127 PUTNAM AVENUE,11238,NYC",1718.0,66.25728559533721,3.9754371357202323
"127 REMSEN AVENUE,11212,NYC",2655.0,46.75270607826811,2.805162364696087
"127 RIDGEWAY AVENUE,10314,NYC",4173.0,15.154038301415483,0.909242298084929
"127 ROMA AVENUE,10306,NYC",4185.0,14.90424646128227,0.8942547876769361
"127 WEED AVENUE,10306,NYC",4123.0,16.194837635303912,0.9716902581182347
"127 WEIRFIELD STREET,11221,NYC",2267.0,54.8293089092423,3.289758534554538
"127 WEST 15 STREET,10011,NYC",1606.0,68.5886761032473,4.115320566194837
"127 WEST 80 STREET,10024,NYC",1609.0,68.52622814321398,4.111573688592839
"127 WILSON AVENUE,10308,NYC",4612.0,6.015820149875111,0.36094920899250665
"127 WOLVERINE STREET,10306,NYC",4320.0,12.094088259783504,0.7256452955870102
"127-01 143 STREET,11436,NYC",2799.0,43.755203996669444,2.6253122398001665
"127-02 87 ROAD,11418,NYC",2360.0,52.89342214820982,3.1736053288925894
"127-03 102 ROAD,11419,NYC",2475.0,50.49958368026645,3.0299750208159866
"127-03 107 AVENUE,11419,NYC",2489.0,50.208159866777684,3.012489592006661
"127-05 102 AVENUE,11419,NYC",2466.0,50.686927560366364,3.0412156536219817
"127-05 176 STREET,11434,NYC",3009.0,39.38384679433805,2.363030807660283
"127-06 97 AVENUE,11419,NYC",2389.0,52.28975853455454,3.137385512073272
"127-07 SUTTER AVENUE,11420,NYC",2693.0,45.96169858451291,2.7577019150707747
"127-08 23 AVENUE,11356,NYC",2193.0,56.36969192339717,3.38218151540383
"127-10 HAWTREE CREEK ROAD,11420,NYC",2545.0,49.04246461282264,2.9425478767693583
"127-12 177 STREET,11434,NYC",3005.0,39.467110741049126,2.3680266444629474
"127-13 142 STREET,11436,NYC",2797.0,43.796835970024986,2.627810158201499
"127-14 SIDWAY PLACE,11434,NYC",3009.0,39.38384679433805,2.363030807660283
"127-16 116 AVENUE,11420,NYC",2622.0,47.43963363863447,2.846378018318068
"127-17 103 AVENUE,11419,NYC",2444.0,51.14487926727727,3.068692756036636
"127-17 176 STREET,11434,NYC",3018.0,39.19650291423813,2.3517901748542878
"127-23 HAWTREE CREEK ROAD,11420,NYC",2546.0,49.021648626144874,2.9412989175686923
"1270 BOSTON ROAD,10456,NYC",2182.0,56.59866777685262,3.3959200666111573
"1270 EAST 51 STREET,11234,NYC",3467.0,29.850124895920075,1.7910074937552045
"1270 FLATBUSH AVENUE,11226,NYC",2878.0,42.110741049125735,2.526644462947544
"1270 FTELEY AVENUE,10472,NYC",2317.0,53.78850957535387,3.227310574521232
"1270 HANCOCK STREET,11221,NYC",2203.0,56.161532056619485,3.369691923397169
"1270 JEFFERSON AVENUE,11221,NYC",2196.0,56.30724396336386,3.3784346378018313
"1271 EAST 8 STREET,11230,NYC",2924.0,41.15320566194838,2.4691923397169027
"1272 74 STREET,11228,NYC",3060.0,38.322231473771865,2.299333888426312
"1272 EAST 49 STREET,11234,NYC",3443.0,30.3497085761865,1.82098251457119
"1272 FTELEY AVENUE,10472,NYC",2319.0,53.746877601998335,3.2248126561199
"1272 PROSPECT AVENUE,11218,NYC",2337.0,53.3721898417985,3.20233139050791
"1272 ROSEDALE AVENUE,10472,NYC",2345.0,53.20566194837635,3.192339716902581
"1273 DEKALB AVENUE,11221,NYC",1918.0,62.09408825978351,3.7256452955870105
"1273 ROGERS AVENUE,11226,NYC",2750.0,44.7751873438801,2.686511240632806
"1274 71 STREET,11228,NYC",2947.0,40.6744379683597,2.4404662781015816
"1274 BERGEN STREET,11213,NYC",2123.0,57.82681099084097,3.469608659450458
"1275 EAST 222 STREET,10469,NYC",2927.0,41.090757701915074,2.4654454621149045
"1275 EAST 51 STREET,11234,NYC",3477.0,29.641965029142384,1.7785179017485429
"1275 GRANT AVENUE,10456,NYC",2086.0,58.597002497918396,3.5158201498751036
"1275 NOSTRAND AVENUE,11226,NYC",2577.0,48.37635303913406,2.9025811823480434
"1276 BUSHWICK AVENUE,11207,NYC",1951.0,61.407160699417155,3.6844296419650293
"1276 DEKALB AVENUE,11221,NYC",1908.0,62.302248126561196,3.7381348875936715
"1276 EAST 35 STREET,11210,NYC",3269.0,33.97169025811823,2.0383014154870938
"1276 PUTNAM AVENUE,11221,NYC",2229.0,55.6203164029975,3.33721898417985
"1277 DECATUR STREET,11207,NYC",2105.0,58.201498751040795,3.4920899250624475
"1277 EAST 22 STREET,11210,NYC",3184.0,35.741049125728566,2.144462947543714
"1277 EAST 73 STREET,11234,NYC",3219.0,35.01248959200666,2.1007493755203996
"1277 EAST 83 STREET,11236,NYC",2957.0,40.466278101582006,2.42797668609492
"1277 NORTH RAILROAD AVENUE,10306,NYC",4114.0,16.38218151540383,0.9829308909242297
"1278 85 STREET,11228,NYC",2933.0,40.96586178184845,2.457951706910907
"1278 EAST 8 STREET,11230,NYC",2920.0,41.236469608659455,2.4741881765195672
"1278 FINDLAY AVENUE,10456,NYC",2217.0,55.87010824313072,3.3522064945878434
"1279 EAST 29 STREET,11210,NYC",3376.0,31.744379683597003,1.90466278101582
"128 1 AVENUE,10009,NYC",1069.0,79.76686094920899,4.786011656952539
"128 19 STREET,11232,NYC",2242.0,55.349708576186515,3.320982514571191
"128 BYRNE AVENUE,10314,NYC",3791.0,23.105745212323058,1.3863447127393833
"128 CENTRAL PARK SOUTH,10019,NYC",1011.0,80.97418817651956,4.858451290591174
"128 EAGLE STREET,11222,NYC",616.0,89.19650291423814,5.351790174854288
"128 EAST 16 STREET,10003,NYC",1070.0,79.74604496253122,4.784762697751873
"128 EAST 7 STREET,10009,NYC",1142.0,78.24729392173188,4.694837635303912
"128 GANSEVOORT BOULEVARD,10314,NYC",3803.0,22.855953372189845,1.3713572023313907
"128 GIBSON AVENUE,10308,NYC",4523.0,7.868442964196504,0.4721065778517902
"128 HIGHLAND PLACE,11208,NYC",2297.0,54.20482930890924,3.252289758534554
"128 JANE STREET,10014,NYC",1858.0,63.343047460449625,3.8005828476269774
"128 LEFFERTS PLACE,11238,NYC",1757.0,65.44546211490425,3.9267277268942546
"128 NASHVILLE STREET,10307,NYC",4693.0,4.32972522897586,0.25978351373855163
"128 NEWTON STREET,11222,NYC",813.0,85.09575353871773,5.105745212323064
"128 NORTH PINE TERRACE,10312,NYC",4550.0,7.306411323896754,0.4383846794338052
"128 OSGOOD AVENUE,10304,NYC",3706.0,24.87510407993338,1.4925062447960027
"128 SOUTH 1 STREET,11249,NYC",1180.0,77.45628642797669,4.647377185678601
"128 TYSENS LANE,10306,NYC",4205.0,14.4879267277269,0.869275603663614
"128 WEST 119 STREET,10026,NYC",1949.0,61.44879267277269,3.686927560366361
"128 WEST 138 STREET,10030,NYC",2196.0,56.30724396336386,3.3784346378018313
"128 WEST 179 STREET,10453,NYC",2152.0,57.22314737718568,3.4333888426311407
"128 WEST 70 STREET,10023,NYC",1438.0,72.0857618651124,4.325145711906744
"128 WILLOW STREET,11201,NYC",1586.0,69.00499583680266,4.140299750208159
"128-08 142 STREET,11436,NYC",2820.0,43.31806827643631,2.599084096586178
"128-10 140 STREET,11436,NYC",2766.0,44.4421315570358,2.666527893422148
"128-10 9 AVENUE,11356,NYC",2408.0,51.894254787676935,3.113655287260616
"128-11 20 AVENUE,11356,NYC",2264.0,54.8917568692756,3.293505412156536
"128-11 NEWPORT AVENUE,11694,NYC",3243.0,34.51290591174022,2.070774354704413
"128-13 20 AVENUE,11356,NYC",2263.0,54.91257285595337,3.294754371357202
"128-14 236 STREET,11422,NYC",3325.0,32.80599500416321,1.9683597002497923
"128-15 237 STREET,11422,NYC",3335.0,32.597835137385516,1.955870108243131
"128-16 161 STREET,11434,NYC",3090.0,37.697751873438804,2.261865112406328
"128-18 23 AVENUE,11356,NYC",2181.0,56.61948376353039,3.3971690258118232
"128-18 236 STREET,11422,NYC",3322.0,32.868442964196504,1.97210657785179
"128-23 147 STREET,11436,NYC",2887.0,41.92339716902581,2.5154038301415484
"128-24 148 STREET,11436,NYC",2887.0,41.92339716902581,2.5154038301415484
"128-27 147 STREET,11436,NYC",2889.0,41.881765195670276,2.5129059117402166
"128-30 148 STREET,11436,NYC",2883.0,42.00666111573689,2.5203996669442135
"128-32 237 STREET,11422,NYC",3335.0,32.597835137385516,1.955870108243131
"128-40 150 STREET,11436,NYC",2889.0,41.881765195670276,2.5129059117402166
"128-42 INWOOD STREET,11436,NYC",2859.0,42.50624479600334,2.5503746877602
"1280 5 AVENUE,10029,NYC",1935.0,61.74021648626145,3.704412989175687
"1280 PUTNAM AVENUE,11221,NYC",2236.0,55.47460449625312,3.3284762697751873
"1281 DEKALB AVENUE,11221,NYC",1911.0,62.23980016652789,3.7343880099916733
"1281 EAST 223 STREET,10466,NYC",3047.0,38.592839300582845,2.3155703580349707
"1281 ROSEDALE AVENUE,10472,NYC",2351.0,53.08076602830974,3.184845961698584
"1284 ASTOR AVENUE,10469,NYC",2854.0,42.61032472939217,2.55661948376353
"1284 EAST 19 STREET,11230,NYC",3134.0,36.78184845961698,2.2069109075770186
"1284 ROCKLAND AVENUE,10314,NYC",4058.0,17.54787676935888,1.0528726061615328
"1284 UNION AVENUE,10459,NYC",2432.0,51.39467110741049,3.0836802664446292
"1285 HANCOCK STREET,11221,NYC",2211.0,55.995004163197336,3.3597002497918402
"1285 NOSTRAND AVENUE,11226,NYC",2569.0,48.5428809325562,2.912572855953372
"1286 PRESIDENT STREET,11213,NYC",2209.0,56.03663613655287,3.362198168193172
"1286 SOUTH RAILROAD AVENUE,10306,NYC",4086.0,16.965029142381354,1.0179017485428812
"1288 GIVAN AVENUE,10469,NYC",2976.0,40.07077435470441,2.4042464612822645
"1289 HOE AVENUE,10459,NYC",2198.0,56.265611990008324,3.3759367194004994
"1289 MYRTLE AVENUE,11221,NYC",1882.0,62.84346378018318,3.7706078268109904
"128A COOPER STREET,11207,NYC",2193.0,56.36969192339717,3.38218151540383
"129 79 STREET,11209,NYC",2808.0,43.56786011656952,2.614071606994171
"129 AVENUE SOUTH,11223,NYC",3303.0,33.2639467110741,1.9958368026644457
"129 BEACH 118 STREET,11694,NYC",3253.0,34.30474604496253,2.0582847626977516
"129 CEDAR AVENUE,10305,NYC",3450.0,30.203996669442134,1.8122398001665279
"129 COLUMBIA STREET,11231,NYC",1495.0,70.8992506244796,4.253955037468776
"129 EAST 95 STREET,10128,NYC",1670.0,67.25645295587012,4.035387177352207
"129 EATON PLACE,10302,NYC",3948.0,19.8376353039134,1.190258118234804
"129 GRAND STREET,10013,NYC",1533.0,70.10824313072439,4.206494587843463
"129 KRAMER STREET,10305,NYC",3503.0,29.100749375520394,1.7460449625312235
"129 LAFAYETTE STREET,10013,NYC",1606.0,68.5886761032473,4.115320566194837
"129 LEVERETT AVENUE,10308,NYC",4508.0,8.180682764363041,0.49084096586178244
"129 LUCILLE AVENUE,10309,NYC",4392.0,10.595337218984184,0.635720233139051
"129 MARYLAND AVENUE,10305,NYC",3470.0,29.787676935886765,1.7872606161532059
"129 ROMA AVENUE,10306,NYC",4187.0,14.862614487926734,0.891756869275604
"129 SMITH STREET,11201,NYC",1626.0,68.17235636969193,4.090341382181515
"129 SYCAMORE STREET,10308,NYC",4687.0,4.4546211490424525,0.26727726894254716
"129 WEST 22 STREET,10011,NYC",1345.0,74.02164862614488,4.441298917568693
"129 WEST 80 STREET,10024,NYC",1611.0,68.48459616985845,4.109075770191507
"129 WEST END AVENUE,11235,NYC",3540.0,28.330557868442966,1.699833472106578
"129 YETMAN AVENUE,10307,NYC",4734.0,3.4762697751873475,0.20857618651124085
"129-04 150 AVENUE,11420,NYC",2720.0,45.39966694421316,2.7239800166527894
"129-07 135 AVENUE,11420,NYC",2652.0,46.81515403830142,2.808909242298085
"129-08 133 AVENUE,11420,NYC",2682.0,46.19067443796836,2.7714404662781016
"129-08 89 AVENUE,11418,NYC",2297.0,54.20482930890924,3.252289758534554
"129-10 9 AVENUE,11356,NYC",2398.0,52.10241465445462,3.1261448792672772
"129-11 135 STREET,11420,NYC",2654.0,46.77352206494588,2.8064113238967527
"129-12 145 STREET,11436,NYC",2840.0,42.90174854288094,2.574104912572856
"129-16 LIBERTY AVENUE,11419,NYC",2513.0,49.708576186511245,2.9825145711906744
"129-22 154 STREET,11434,NYC",2986.0,39.86261448792673,2.3917568692756035
"129-24 95 AVENUE,11419,NYC",2323.0,53.663613655287264,3.2198168193172356
"129-27 135 PLACE,11420,NYC",2810.0,43.526228143213984,2.611573688592839
"129-29 131 STREET,11420,NYC",2716.0,45.48293089092424,2.728975853455454
"129-35 135 PLACE,11420,NYC",2810.0,43.526228143213984,2.611573688592839
"129-40 134 STREET,11420,NYC",2750.0,44.7751873438801,2.686511240632806
"129-42 133 STREET,11420,NYC",2755.0,44.67110741049126,2.6802664446294755
"129-43 134 STREET,11420,NYC",2746.0,44.85845129059117,2.69150707743547
"129-44 131 STREET,11420,NYC",2719.0,45.42048293089093,2.7252289758534554
"129-49 157 STREET,11434,NYC",3009.0,39.38384679433805,2.363030807660283
"1290 EAST 91 STREET,11236,NYC",2986.0,39.86261448792673,2.3917568692756035
"1290 EAST 95 STREET,11236,NYC",2919.0,41.25728559533722,2.475437135720233
"1291 CHISHOLM STREET,10459,NYC",2464.0,50.7285595337219,3.043713572023314
"1291 EAST 92 STREET,11236,NYC",3025.0,39.05079100749376,2.3430474604496254
"1293 BRONX RIVER AVENUE,10472,NYC",2343.0,53.247293921731895,3.1948376353039136
"1293 CHISHOLM STREET,10459,NYC",2464.0,50.7285595337219,3.043713572023314
"1294 HOE AVENUE,10459,NYC",2203.0,56.161532056619485,3.369691923397169
"1294 SCHENECTADY AVENUE,11203,NYC",3104.0,37.40632805995004,2.2443796835970025
"1296 OCEAN PARKWAY,11230,NYC",2887.0,41.92339716902581,2.5154038301415484
"1298 CROSBY AVENUE,10461,NYC",2840.0,42.90174854288094,2.574104912572856
"1298 EAST 34 STREET,11210,NYC",3353.0,32.22314737718568,1.933388842631141
"1298 EAST 95 STREET,11236,NYC",2915.0,41.34054954204829,2.4804329725228973
"1298 HALSEY STREET,11237,NYC",2069.0,58.95087427144047,3.537052456286428
"1298 TROY AVENUE,11203,NYC",3154.0,36.36552872606161,2.1819317235636966
"129A TIFFANY PLACE,11231,NYC",1600.0,68.7135720233139,4.122814321398834
"12A BUNNELL COURT,10312,NYC",4323.0,12.031640299750208,0.7218984179850124
"12D DELMAR AVENUE,10312,NYC",4400.0,10.428809325562028,0.6257285595337216
"12J DELMAR AVENUE,10312,NYC",4403.0,10.366361365528732,0.6219816819317239
"13 ASPINWALL STREET,10307,NYC",4798.0,2.1440466278101553,0.1286427976686093
"13 DOWNING STREET,10014,NYC",1690.0,66.84013322231473,4.010407993338884
"13 EAST 124 STREET,10035,NYC",1688.0,66.88176519567028,4.012905911740217
"13 EAST 16 STREET,10003,NYC",1524.0,70.2955870108243,4.217735220649458
"13 HOLLAND AVENUE,10303,NYC",4091.0,16.86094920899251,1.0116569525395505
"13 JAY STREET,10013,NYC",1992.0,60.55370524562864,3.6332223147377185
"13 JONES STREET,10014,NYC",1572.0,69.29641965029143,4.157785179017486
"13 MELROSE STREET,11206,NYC",1589.0,68.94254787676937,4.136552872606162
"13 OPAL COURT,11229,NYC",3815.0,22.606161532056618,1.356369691923397
"13 PALMETTO STREET,11221,NYC",1894.0,62.59367194004996,3.7556203164029975
"13 STANHOPE STREET,11221,NYC",1733.0,65.9450457951707,3.9567027477102417
"13-02 124 STREET,11356,NYC",2462.0,50.770191507077435,3.046211490424646
"13-02 128 STREET,11356,NYC",2432.0,51.39467110741049,3.0836802664446292
"13-02 137 STREET,11356,NYC",2327.0,53.580349708576186,3.214820982514571
"13-02 212 STREET,11360,NYC",2460.0,50.81182348043297,3.048709408825978
"13-03 128 STREET,11356,NYC",2430.0,51.436303080766024,3.0861781848459615
"13-04 128 STREET,11356,NYC",2433.0,51.37385512073273,3.0824313072439637
"13-05 BELL BOULEVARD,11360,NYC",2456.0,50.89508742714405,3.0537052456286427
"13-07 CROSS BAY BOULEVARD,11693,NYC",2878.0,42.110741049125735,2.526644462947544
"13-08 126 STREET,11356,NYC",2415.0,51.74854288093256,3.1049125728559535
"13-09 130 STREET,11356,NYC",2370.0,52.68526228143214,3.161115736885928
"13-09 137 STREET,11356,NYC",2341.0,53.288925895087424,3.1973355537052455
"13-09 143 PLACE,11357,NYC",2252.0,55.14154870940883,3.30849292256453
"13-10 123 STREET,11356,NYC",2476.0,50.47876769358868,3.0287260616153207
"13-11 BELL BOULEVARD,11360,NYC",2459.0,50.83263946711074,3.049958368026644
"13-14 125 STREET,11356,NYC",2471.0,50.58284762697752,3.034970857618651
"13-15 JACKSON AVENUE,11101,NYC",97.0,100.0,6.0
"13-17 GIPSON STREET,11691,NYC",3769.0,23.563696919233962,1.4138218151540376
"13-19 DAVIES ROAD,11691,NYC",3803.0,22.855953372189845,1.3713572023313907
"13-22 123 STREET,11356,NYC",2481.0,50.37468776019983,3.0224812656119897
"13-24 123 STREET,11356,NYC",2483.0,50.33305578684429,3.0199833472106574
"13-26 DAVIES ROAD,11691,NYC",3807.0,22.77268942547876,1.3663613655287254
"13-30 130 STREET,11356,NYC",2358.0,52.93505412156536,3.1761032472939212
"13-40 209 STREET,11360,NYC",2506.0,49.85428809325562,2.991257285595337
"13-46 DAVIES ROAD,11691,NYC",3817.0,22.564529558701082,1.353871773522065
"13-61 PINSON STREET,11691,NYC",3658.0,25.874271440466273,1.5524562864279763
"13-62 PINSON STREET,11691,NYC",3657.0,25.89508742714405,1.5537052456286429
"13-65 EGGERT PLACE,11691,NYC",3790.0,23.126561199000832,1.38759367194005
"13-73 PINSON STREET,11691,NYC",3645.0,26.14487926727726,1.5686927560366357
"13-83 PINSON STREET,11691,NYC",3637.0,26.311407160699417,1.5786844296419649
"13-88 PINSON STREET,11691,NYC",3634.0,26.373855120732728,1.5824313072439635
"130 ALEXANDER AVENUE,10312,NYC",4507.0,8.201498751040802,0.4920899250624481
"130 AVENUE OF THE AMERIC,10013,NYC",1602.0,68.67194004995837,4.120316402997502
"130 BARROW STREET,10014,NYC",1810.0,64.34221482098252,3.860532889258951
"130 BAY RIDGE PARKWAY,11209,NYC",2883.0,42.00666111573689,2.5203996669442135
"130 BEACH 121 STREET,11694,NYC",3295.0,33.430474604496254,2.0058284762697753
"130 BEACH 134 STREET,11694,NYC",3278.0,33.78434637801831,2.0270607826810987
"130 BEEKMAN STREET,10038,NYC",1343.0,74.06328059950042,4.443796835970025
"130 BRADHURST AVENUE,10039,NYC",2274.0,54.68359700249792,3.281015820149875
"130 BRISTOL STREET,11212,NYC",2821.0,43.29725228975854,2.597835137385512
"130 CASTLETON AVENUE,10301,NYC",3917.0,20.482930890924237,1.2289758534554542
"130 CLARKE AVENUE,10306,NYC",4327.0,11.948376353039137,0.7169025811823482
"130 EAST 18 STREET,10003,NYC",1046.0,80.24562864279767,4.81473771856786
"130 EAST 38 STREET,10016,NYC",715.0,87.13572023313905,5.228143213988343
"130 EAST 63 STREET,10065,NYC",871.0,83.88842631140716,5.03330557868443
"130 EAST 94 STREET,10128,NYC",1572.0,69.29641965029143,4.157785179017486
"130 EAST END AVENUE,10028,NYC",1156.0,77.95587010824313,4.677352206494588
"130 FULTON STREET,10038,NYC",1677.0,67.11074104912572,4.0266444629475435
"130 FURMAN STREET,11201,NYC",1494.0,70.92006661115737,4.255203996669442
"130 HICKS STREET,11201,NYC",1467.0,71.48209825145712,4.288925895087427
"130 HIGHLAND ROAD,10308,NYC",4486.0,8.638634471273946,0.5183180682764368
"130 KISSEL AVENUE,10310,NYC",4172.0,15.174854288093258,0.9104912572855954
"130 KREISCHER STREET,10309,NYC",4615.0,5.953372189841801,0.35720233139050805
"130 LENOX AVENUE,10026,NYC",1870.0,63.0932556203164,3.7855953372189837
"130 LEXINGTON AVENUE,10302,NYC",4030.0,18.13072439633639,1.0878434637801833
"130 LYNDALE AVENUE,10312,NYC",4656.0,5.099916736053288,0.30599500416319725
"130 NOBLE STREET,11222,NYC",796.0,85.4496253122398,5.126977518734388
"130 PROSPECT PLACE,11217,NYC",2003.0,60.32472939217319,3.619483763530391
"130 SEAVIEW AVENUE,10304,NYC",3817.0,22.564529558701082,1.353871773522065
"130 SIMONSON AVENUE,10303,NYC",3979.0,19.19233971690258,1.1515403830141548
"130 ST EDWARDS STREET,11201,NYC",1378.0,73.33472106577852,4.400083263946711
"130 SWINNERTON STREET,10307,NYC",4774.0,2.6436303080766095,0.15861781848459655
"130 WADSWORTH AVENUE,10033,NYC",2740.0,44.98334721065779,2.6990008326394674
"130 WATTS STREET,10013,NYC",1827.0,63.98834304746045,3.8393005828476268
"130 WEST 12 STREET,10011,NYC",1440.0,72.04412989175687,4.3226477935054115
"130 WEST 16 STREET,10011,NYC",1432.0,72.21065778517902,4.3326394671107415
"130 WEST 165 STREET,10452,NYC",1940.0,61.63613655287261,3.6981681931723562
"130 WEST 19 STREET,10011,NYC",1502.0,70.75353871773522,4.245212323064114
"130 WEST 20 STREET,10011,NYC",1333.0,74.27144046627811,4.4562864279766865
"130 WEST 23 STREET,10011,NYC",1259.0,75.81182348043296,4.548709408825977
"130 WEST 30 STREET,10001,NYC",1185.0,77.35220649458785,4.6411323896752705
"130 WEST 67 STREET,10023,NYC",1575.0,69.23397169025812,4.154038301415487
"130 WEST 79 STREET,10024,NYC",1592.0,68.88009991673606,4.132805995004163
"130 WEST 86 STREET,10024,NYC",1671.0,67.23563696919234,4.03413821815154
"130 YORK AVENUE,10301,NYC",4057.0,17.56869275603664,1.0541215653621983
"130-02 111 AVENUE,11420,NYC",2543.0,49.084096586178184,2.945045795170691
"130-02 121 STREET,11420,NYC",2633.0,47.21065778517902,2.832639467110741
"130-03 109 AVENUE,11420,NYC",2505.0,49.87510407993339,2.992506244796003
"130-06 122 PLACE,11420,NYC",2664.0,46.565362198168195,2.7939217318900917
"130-06 14 AVENUE,11356,NYC",2355.0,52.99750208159867,3.17985012489592
"130-08 116 AVENUE,11420,NYC",2605.0,47.793505412156534,2.867610324729392
"130-08 120 STREET,11420,NYC",2635.0,47.16902581182348,2.830141548709409
"130-08 144 STREET,11436,NYC",2840.0,42.90174854288094,2.574104912572856
"130-08 150 STREET,11436,NYC",2879.0,42.08992506244796,2.5253955037468776
"130-09 116 AVENUE,11420,NYC",2604.0,47.8143213988343,2.868859283930058
"130-11 127 STREET,11420,NYC",2686.0,46.10741049125728,2.766444629475437
"130-12 117 STREET,11420,NYC",2605.0,47.793505412156534,2.867610324729392
"130-13 SUTTER AVENUE,11420,NYC",2710.0,45.60782681099084,2.73646960865945
"130-14 131 AVENUE,11420,NYC",2744.0,44.90008326394671,2.6940049958368024
"130-14 176 PLACE,11434,NYC",3363.0,32.01498751040799,1.9208992506244793
"130-14 177 STREET,11434,NYC",3063.0,38.259783513738554,2.2955870108243133
"130-14 227 STREET,11413,NYC",3379.0,31.681931723563693,1.9009159034138214
"130-16 97 AVENUE,11419,NYC",2351.0,53.08076602830974,3.184845961698584
"130-17 230 STREET,11413,NYC",3298.0,33.368026644462944,2.0020815986677767
"130-18 148 STREET,11436,NYC",2854.0,42.61032472939217,2.55661948376353
"130-18 217 STREET,11413,NYC",3021.0,39.134054954204835,2.34804329725229
"130-19 116 AVENUE,11420,NYC",2600.0,47.89758534554538,2.8738551207327228
"130-20 116 AVENUE,11420,NYC",2600.0,47.89758534554538,2.8738551207327228
"130-20 227 STREET,11413,NYC",3384.0,31.577851790174847,1.8946711074104907
"130-21 135 PLACE,11420,NYC",2760.0,44.567027477102414,2.6740216486261446
"130-21 221 STREET,11413,NYC",3054.0,38.447127393838464,2.306827643630308
"130-21 226 STREET,11413,NYC",3325.0,32.80599500416321,1.9683597002497923
"130-21 236 STREET,11422,NYC",3277.0,33.80516236469609,2.028309741881765
"130-22 97 AVENUE,11419,NYC",2349.0,53.122398001665275,3.1873438800999163
"130-23 225 STREET,11413,NYC",3397.0,31.30724396336386,1.8784346378018315
"130-23 229 STREET,11413,NYC",3368.0,31.91090757701916,1.9146544546211495
"130-24 223 STREET,11413,NYC",3407.0,31.099084096586182,1.865945045795171
"130-25 109 AVENUE,11420,NYC",2493.0,50.124895920066606,3.0074937552039964
"130-25 217 STREET,11413,NYC",3025.0,39.05079100749376,2.3430474604496254
"130-26 128 STREET,11420,NYC",2686.0,46.10741049125728,2.766444629475437
"130-26 176 PLACE,11434,NYC",3372.0,31.827643630308074,1.9096586178184844
"130-27 124 STREET,11420,NYC",2691.0,46.00333055786844,2.760199833472106
"130-27 140 STREET,11436,NYC",2793.0,43.88009991673605,2.632805995004163
"130-27 220 STREET,11413,NYC",3053.0,38.46794338051623,2.308076602830974
"130-28 120 STREET,11420,NYC",2645.0,46.960865945045796,2.817651956702748
"130-29 220 STREET,11413,NYC",3054.0,38.447127393838464,2.306827643630308
"130-31 223 STREET,11413,NYC",3403.0,31.182348043297253,1.870940882597835
"130-32 126 STREET,11420,NYC",2682.0,46.19067443796836,2.7714404662781016
"130-32 147 STREET,11436,NYC",2881.0,42.048293089092425,2.5228975853455453
"130-33 236 STREET,11422,NYC",3272.0,33.90924229808493,2.034554537885096
"130-33 60 AVENUE,11355,NYC",1795.0,64.65445462114904,3.8792672772689425
"130-34 227 STREET,11413,NYC",3392.0,31.411323896752705,1.8846794338051622
"130-35 59 AVENUE,11355,NYC",1838.0,63.759367194004994,3.8255620316402994
"130-38 125 STREET,11420,NYC",2692.0,45.98251457119067,2.75895087427144
"130-39 177 STREET,11434,NYC",3067.0,38.176519567027476,2.2905911740216487
"130-42 122 STREET,11420,NYC",2669.0,46.46128226477935,2.787676935886761
"130-46 122 PLACE,11420,NYC",2682.0,46.19067443796836,2.7714404662781016
"130-46 218 STREET,11413,NYC",3040.0,38.738551207327234,2.324313072439634
"130-48 INWOOD STREET,11436,NYC",2853.0,42.631140716069936,2.557868442964196
"130-49 217 STREET,11413,NYC",3034.0,38.86344712739383,2.33180682764363
"130-50 225 STREET,11413,NYC",3405.0,31.140716069941718,1.868442964196503
"130-51 217 STREET,11413,NYC",3035.0,38.842631140716065,2.330557868442964
"130-51 226 STREET,11413,NYC",3311.0,33.097418817651956,1.9858451290591173
"130-52 236 STREET,11422,NYC",3264.0,34.075770191507075,2.0445462114904243
"130-53 236 STREET,11422,NYC",3263.0,34.09658617818485,2.045795170691091
"130-56 222 STREET,11413,NYC",3400.0,31.24479600333055,1.8746877601998329
"130-57 236 STREET,11422,NYC",3262.0,34.11740216486261,2.0470441298917565
"130-59 226 STREET,11413,NYC",3303.0,33.2639467110741,1.9958368026644457
"130-60 225 STREET,11413,NYC",3410.0,31.036636136552872,1.8621981681931723
"130-61 221 STREET,11413,NYC",3335.0,32.597835137385516,1.955870108243131
"130-72 226 STREET,11413,NYC",3295.0,33.430474604496254,2.0058284762697753
"130-99 222 STREET,11413,NYC",3335.0,32.597835137385516,1.955870108243131
"1300 REMSEN AVENUE,11236,NYC",2999.0,39.59200666111574,2.3755203996669443
"1301 HERKIMER STREET,11233,NYC",2453.0,50.95753538717735,3.057452123230641
"1301 SENECA AVENUE,10474,NYC",2008.0,60.22064945878435,3.613238967527061
"1302 ST LAWRENCE AVENUE,10472,NYC",2421.0,51.62364696086594,3.097418817651956
"1302 TELLER AVENUE,10456,NYC",2448.0,51.0616153205662,3.063696919233972
"1303 BALCOM AVENUE,10461,NYC",2770.0,44.35886761032472,2.661532056619483
"1303 EAST 34 STREET,11210,NYC",3348.0,32.32722731057453,1.9396336386344717
